execution	qc_flags	input_reads_competitive	mapped_any_target	unmapped	reads_one_reported_target	reads_multiple_reported_targets	reads_unique_best_AS	reads_tied_best_AS	dedup_records_removed	dedup_fraction_removed	dedup_duplicate_ids_resolved	dedup_conflicting_ids_resolved	multitarget_fraction_of_mapped	tied_fraction_of_mapped	locus_signal_model	taxonomic_resolution_note	two_haplotype_evidence	meta_library	meta_barcode	meta_barcode_number	meta_n_targets	meta_targets	meta_present_in_blast_folder	meta_n_raw_fastq_copies	meta_n_trimmed_fastq_copies	meta_raw_fastq_unique_sizes	meta_trimmed_fastq_unique_sizes	meta_raw_fastq_consistent_size	meta_trimmed_fastq_consistent_size	orig_library	orig_barcode	orig_total_reads	orig_kraken_classified	orig_kraken_taxon	orig_kraken_rank	orig_kraken_taxid	orig_kraken_genus	orig_kraken_genus_taxid	orig_kraken_clade_reads	orig_kraken_direct_reads	orig_kraken_minimizers	orig_kraken_distinct_minimizers	orig_kraken_distinct_fraction	orig_blast_filtered_reads	orig_blast_strong_reads	orig_blast_divergent_reads	orig_blast_top_class	orig_blast_top_taxid	orig_blast_top_organism	orig_blast_genus	orig_blast_genus_taxid	orig_blast_top_support_reads	orig_best_pident	orig_best_coverage	orig_best_aln_len	orig_best_bitscore	orig_concordance	orig_evidence_level	orig_status	fastq_raw_same_content_7_targets	fastq_trimmed_same_content_7_targets	fastq_content_validation_status	original_evidence_category	original_top_organism	original_status
Lib2barcode51	OK	2572	199	2373	199	0	199	0	0	0.0	0	0	0.0	0.0				Lib2	barcode51	51	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2034351	1489455;1490083;1490152;1490187;1490266;1490390;1490447	1	0	Lib2	barcode51	3668	243	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	49	0	435	37	8.51	213	126	87	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	126	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode52	INPUT_DEDUPLICATED	1079	247	832	247	0	247	0	10	0.009183	10	1	0.0	0.0				Lib2	barcode52	52	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	892540	378838;379056;379081;379184;379263;379769;380393	1	0	Lib2	barcode52	2435	413	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	105	0	652	39	5.98	323	58	265	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	54	96.491	99.56	228	376.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode53	INPUT_DEDUPLICATED	1742	776	966	776	0	776	0	249	0.125063	249	95	0.0	0.0				Lib2	barcode53	53	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2906485	818809;820213;820239;820433;822645;823237;823283	1	0	Lib2	barcode53	9332	2964	Simplexvirus humanalpha1	S	3050292	Simplexvirus	10294	413	0	6993	363	5.19	2241	296	1945	FORTE	10298	Human alphaherpesvirus 1	Simplexvirus	10294	295	98.504	96.39	401	693.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Simplexvirus humanalpha1	OK
Lib2barcode54	OK	2042	15	2027	15	0	15	0	0	0.0	0	0	0.0	0.0				Lib2	barcode54	54	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2037975	912340;912419;912657;912691;912734;912954;913058	1	0	Lib2	barcode54	4368	43	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	3	0	53	20	37.74	29	10	19	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	10	97.368	99.56	228	385.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode55	OK	2086	176	1910	176	0	176	0	0	0.0	0	0	0.0	0.0				Lib2	barcode55	55	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1916747	979276;979314;979541;979730;979805;979850;980023	1	0	Lib2	barcode55	3994	280	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	74	0	623	41	6.58	180	106	74	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	106	99.561	99.56	228	407.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode56	INPUT_DEDUPLICATED	3282	344	2938	344	0	344	0	397	0.10791	397	140	0.0	0.0				Lib2	barcode56	56	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	3217901	1609875;1611363;1611568;1612253;1612755;1612942;1614388	1	0	Lib2	barcode56	7667	606	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	10	0	459	31	6.75	417	149	268	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	148	97.391	100.44	230	385.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode57	OK	1285	183	1102	183	0	183	0	0	0.0	0	0	0.0	0.0				Lib2	barcode57	57	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1384610	688099;688303;688357;688450;688543;688721;689005	1	0	Lib2	barcode57	2894	354	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	34	0	445	36	8.09	280	77	203	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	77	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode58	INPUT_DEDUPLICATED	3947	0	3947	0	0	0	0	238	0.05687	238	92						Lib2	barcode58	58	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	3464275	1759476;1762022;1763749;1763887;1764239;1764366;1764413	1	0	Lib2	barcode58	7999	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode59	OK	983	0	983	0	0	0	0	0	0.0	0	0						Lib2	barcode59	59	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1578300	392584;392651;392756;392799;392883;393024;393201	1	0	Lib2	barcode59	3142	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode60	OK	1752	0	1752	0	0	0	0	0	0.0	0	0						Lib2	barcode60	60	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1408334	933479;933844;933864;934002;934210;934306;934613	1	0	Lib2	barcode60	2724	2	Simplexvirus	G	10294	Simplexvirus	10294	1	1	27	27	100.00	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Simplexvirus	OK
Lib2barcode61	OK	2752	0	2752	0	0	0	0	0	0.0	0	0						Lib2	barcode61	61	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2065786	1361924;1362069;1362074;1362187;1362390;1362613;1362785	1	0	Lib2	barcode61	4138	6	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	2	2	31	26	83.87	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib2barcode62	OK	2900	0	2900	0	0	0	0	0	0.0	0	0						Lib2	barcode62	62	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1996583	1298697;1299332;1299451;1299510;1299604;1299698;1299826	1	0	Lib2	barcode62	4562	2						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode63	OK	2467	0	2467	0	0	0	0	0	0.0	0	0						Lib2	barcode63	63	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2158169	1341983;1342321;1342424;1342429;1342454;1342543;1343432	1	0	Lib2	barcode63	4093	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode64	OK	1015	127	888	127	0	127	0	0	0.0	0	0	0.0	0.0				Lib2	barcode64	64	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1369277	587782;587839;587862;588017;588190;588249;588943	1	0	Lib2	barcode64	2689	326	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	26	0	419	44	10.50	226	48	178	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	48	97.807	99.56	228	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode65	INPUT_DEDUPLICATED	1372	248	1124	248	0	248	0	50	0.035162	50	28	0.0	0.0				Lib2	barcode65	65	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1518023	746224;747854;747989;748014;748266;748452;748782	1	0	Lib2	barcode65	3724	612	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	51	0	685	66	9.64	629	53	576	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	52	97.817	99.57	229	388.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode66	OK	3154	0	3154	0	0	0	0	0	0.0	0	0						Lib2	barcode66	66	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2634327	1973982;1974629;1974681;1974750;1975006;1975120;1975537	1	0	Lib2	barcode66	4387	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode67	OK	986	121	865	121	0	121	0	0	0.0	0	0	0.0	0.0				Lib2	barcode67	67	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	887770	614496;614732;614854;615011;615054;615179;615226	1	0	Lib2	barcode67	1625	211	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	30	0	266	40	15.04	206	47	159	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	47	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode68	OK	1990	0	1990	0	0	0	0	0	0.0	0	0						Lib2	barcode68	68	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1529379	1019461;1019758;1019774;1020316;1020498;1020515;1020628	1	0	Lib2	barcode68	3116	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode69	OK	1221	0	1221	0	0	0	0	0	0.0	0	0						Lib2	barcode69	69	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	946001	619610;619687;619831;619893;619958;619973;620058	1	0	Lib2	barcode69	1857	4	Lymphocryptovirus	G	10375	Lymphocryptovirus	10375	1	1	16	16	100.00	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Lymphocryptovirus	OK
Lib2barcode70	OK	848	244	604	244	0	244	0	0	0.0	0	0	0.0	0.0				Lib2	barcode70	70	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	532576	268726;268761;268883;269014;269018;269083;269281	1	0	Lib2	barcode70	1540	329	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	108	0	751	33	4.39	283	168	115	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	168	99.123	99.56	228	403.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode71	INPUT_DEDUPLICATED	1743	389	1354	389	0	389	0	203	0.104317	203	77	0.0	0.0				Lib2	barcode71	71	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2006650	807989;809328;809593;810192;810848;811398;811949	1	0	Lib2	barcode71	5582	761	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	73	0	1062	49	4.61	766	197	569	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	196	97.807	99.56	228	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode72	OK	1303	316	987	316	0	316	0	0	0.0	0	0	0.0	0.0				Lib2	barcode72	72	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	856112	452890;453078;453156;453202;453209;453301;453335	1	0	Lib2	barcode72	2540	484	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	66	0	660	53	8.03	475	161	314	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	161	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode73	OK	2452	408	2044	408	0	408	0	0	0.0	0	0	0.0	0.0				Lib2	barcode73	73	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1701887	935198;935343;935493;935524;935584;935593;935654	1	0	Lib2	barcode73	4203	581	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	279	0	2577	42	1.63	408	227	181	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	226	97.826	100.44	230	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode74	INPUT_DEDUPLICATED	2610	0	2610	0	0	0	0	16	0.006093	16	5						Lib2	barcode74	74	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1609895	966395;966554;967297;967458;967521;967891;968474	1	0	Lib2	barcode74	4364	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode75	INPUT_DEDUPLICATED	2575	192	2383	192	0	192	0	318	0.10992	318	96	0.0	0.0				Lib2	barcode75	75	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2662518	1045614;1047286;1047929;1048079;1048234;1049449;1050009	1	0	Lib2	barcode75	7815	662	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	215	0	2336	60	2.57	337	74	263	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	68	98.261	100.44	230	390.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode76	MULTITARGET_ALIGNMENT;TIED_BEST_AS;AMAC_APAL_REFERENCE_AMBIGUITY	749	60	689	23	37	57	3	0	0.0	0	0	0.61666667	0.05	1_HAPLOTIPO_DPOL_OBSERVADO_REFERENCIAS_AMBIGUAS	COMPATIVEL_COM_AMACCMV_E_APALCMV_SEM_RESOLUCAO_ENTRE_REFERENCIAS	EVIDENCIA_DE_DOIS_HAPLOTIPOS_NAO_DEMONSTRADA	Lib2	barcode76	76	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	443305	289365;289373;289414;289451;289486;289657;289751	1	0	Lib2	barcode76	1151	41	Alouatta macconnelli cytomegalovirus	S	1881000	Cytomegalovirus	10358	35	35	225	9	4.00	69	0	69	DIVERGENTE	1881000	Alouatta macconnelli cytomegalovirus	Cytomegalovirus	10358	69	93.805	100.00	226	347.0	SIM_EXATO	C_DIVERGENTE_CONCORDANTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	C_DIVERGENTE_CONCORDANTE	Alouatta macconnelli cytomegalovirus	OK
Lib2barcode77	INPUT_DEDUPLICATED	2361	1	2360	1	0	1	0	28	0.01172	28	10	0.0	0.0				Lib2	barcode77	77	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1196908	794526;795136;795902;796066;796909;797156;797798	1	0	Lib2	barcode77	3682	5	Simplexvirus	G	10294	Simplexvirus	10294	2	2	28	28	100.00	1	1	0	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	1	97.380	100.00	229	387.0	DIVERGENCIA_TAXONOMICA	REVISAR_TAXONOMIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	REVISAR_TAXONOMIA	Simplexvirus	OK
Lib2barcode78	INPUT_DEDUPLICATED	6485	0	6485	0	0	0	0	1842	0.221208	1842	701						Lib2	barcode78	78	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	7082243	3398995;3400897;3401132;3402089;3402268;3402725;3403691	1	0	Lib2	barcode78	17353	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode79	OK	2369	328	2041	328	0	328	0	0	0.0	0	0	0.0	0.0				Lib2	barcode79	79	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1540058	1136638;1136788;1136850;1136996;1137117;1137160;1137572	1	0	Lib2	barcode79	3352	435	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	58	0	592	33	5.57	422	183	239	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	183	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode80	OK	392	0	392	0	0	0	0	0	0.0	0	0						Lib2	barcode80	80	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	341706	230445;230466;230469;230486;230541;230554	1	0	Lib2	barcode80	631	3	Simplexvirus	G	10294	Simplexvirus	10294	2	2	45	36	80.00	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Simplexvirus	OK
Lib2barcode81	INPUT_DEDUPLICATED	2655	630	2025	630	0	630	0	507	0.160342	507	197	0.0	0.0				Lib2	barcode81	81	8	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagem_LIB_3_Macaca_Fascicularis_Lymphocryptovirus;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	8	8	3037953	1419020;1419536;1419922;1419980;1420211;1420411;1420558;3045844	1	0	Lib2	barcode81	8925	1129	Cebus albifrons lymphocryptovirus 1	S	209064	Lymphocryptovirus	10375	952	952	7993	20	0.25	942	208	734	FORTE	209064	Cebus albifrons lymphocryptovirus 1	Lymphocryptovirus	10375	208	98.598	100.00	214	370.0	SIM_EXATO	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Cebus albifrons lymphocryptovirus 1	OK
