execution	qc_flags	input_reads_competitive	mapped_any_target	unmapped	reads_one_reported_target	reads_multiple_reported_targets	reads_unique_best_AS	reads_tied_best_AS	dedup_records_removed	dedup_fraction_removed	dedup_duplicate_ids_resolved	dedup_conflicting_ids_resolved	multitarget_fraction_of_mapped	tied_fraction_of_mapped	locus_signal_model	taxonomic_resolution_note	two_haplotype_evidence	meta_library	meta_barcode	meta_barcode_number	meta_n_targets	meta_targets	meta_present_in_blast_folder	meta_n_raw_fastq_copies	meta_n_trimmed_fastq_copies	meta_raw_fastq_unique_sizes	meta_trimmed_fastq_unique_sizes	meta_raw_fastq_consistent_size	meta_trimmed_fastq_consistent_size	orig_library	orig_barcode	orig_total_reads	orig_kraken_classified	orig_kraken_taxon	orig_kraken_rank	orig_kraken_taxid	orig_kraken_genus	orig_kraken_genus_taxid	orig_kraken_clade_reads	orig_kraken_direct_reads	orig_kraken_minimizers	orig_kraken_distinct_minimizers	orig_kraken_distinct_fraction	orig_blast_filtered_reads	orig_blast_strong_reads	orig_blast_divergent_reads	orig_blast_top_class	orig_blast_top_taxid	orig_blast_top_organism	orig_blast_genus	orig_blast_genus_taxid	orig_blast_top_support_reads	orig_best_pident	orig_best_coverage	orig_best_aln_len	orig_best_bitscore	orig_concordance	orig_evidence_level	orig_status	fastq_raw_same_content_7_targets	fastq_trimmed_same_content_7_targets	fastq_content_validation_status	original_evidence_category	original_top_organism	original_status
Lib1barcode61	OK	1828	1109	719	1109	0	1109	0	0	0.0	0	0	0.0	0.0				Lib1	barcode61	61	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	623815	462822;462875;462929;463198;463244;463253;463434	1	0	Lib1	barcode61	2177	1226	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	427	0	2039	55	2.70	1171	202	969	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	193	96.507	100.00	229	378.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib1barcode62	OK	2028	1207	821	1207	0	1207	0	0	0.0	0	0	0.0	0.0				Lib1	barcode62	62	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	639141	477075;477217;477272;477412;477422;477503	1	0	Lib1	barcode62	2370	1286	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	439	0	2134	55	2.58	1260	209	1051	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	204	97.807	99.56	228	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib1barcode63	OK	3627	1580	2047	1580	0	1580	0	0	0.0	0	0	0.0	0.0				Lib1	barcode63	63	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1178945	887685;888115;888368;888675;888711;888718;888785	1	0	Lib1	barcode63	4344	1650	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	269	0	2162	54	2.50	1592	778	814	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	778	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib1barcode64	OK	1874	383	1491	383	0	383	0	0	0.0	0	0	0.0	0.0				Lib1	barcode64	64	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	671371	492944;492968;493205;493472;493520;493680;493997	1	0	Lib1	barcode64	2370	399	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	50	0	456	39	8.55	378	147	231	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	147	98.253	89.11	229	396.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib1barcode65	OK	4628	972	3656	972	0	972	0	0	0.0	0	0	0.0	0.0				Lib1	barcode65	65	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1634122	1258685;1259025;1259186;1259205;1259561;1259787;1260476	1	0	Lib1	barcode65	5617	1031	Simplexvirus humanalpha1	S	3050292	Simplexvirus	10294	150	0	1650	272	16.48	989	260	729	FORTE	10298	Human alphaherpesvirus 1	Simplexvirus	10294	259	96.693	97.35	514	835.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Simplexvirus humanalpha1	OK
Lib1barcode66	OK	2701	572	2129	572	0	572	0	0	0.0	0	0	0.0	0.0				Lib1	barcode66	66	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	950514	732254;732539;732601;732822;732933;733006;734230	1	0	Lib1	barcode66	3212	587	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	109	0	834	36	4.32	560	274	286	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	274	98.690	100.00	229	400.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib1barcode67	OK	3459	1336	2123	1336	0	1336	0	0	0.0	0	0	0.0	0.0				Lib1	barcode67	67	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1138332	852276;852402;852625;852798;852917;853051;853244	1	0	Lib1	barcode67	4207	1391	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	230	0	1926	58	3.01	1355	701	654	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	701	98.684	88.72	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib1barcode68	OK	2968	587	2381	587	0	587	0	0	0.0	0	0	0.0	0.0				Lib1	barcode68	68	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1042837	782785;782968;783203;783285;783358;783710;783770	1	0	Lib1	barcode68	3629	618	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	210	0	1438	40	2.78	597	352	245	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	352	99.127	100.00	229	405.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib1barcode69	OK	4730	0	4730	0	0	0	0	0	0.0	0	0						Lib1	barcode69	69	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1812216	1401262;1401311;1402049;1402099;1402201;1402356;1402414	1	0	Lib1	barcode69	5835	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib1barcode70	OK	1278	430	848	430	0	430	0	0	0.0	0	0	0.0	0.0				Lib1	barcode70	70	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	571380	468084;468118;468312;468553;468716;468717;468755	1	0	Lib1	barcode70	1459	450	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	69	0	558	53	9.50	427	181	246	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	181	99.123	99.56	228	403.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib1barcode71	OK	4348	0	4348	0	0	0	0	0	0.0	0	0						Lib1	barcode71	71	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1610432	1253291;1254494;1254646;1254772;1255353;1255453;1255858	1	0	Lib1	barcode71	5279	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib1barcode72	OK	4492	381	4111	381	0	381	0	0	0.0	0	0	0.0	0.0				Lib1	barcode72	72	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1851573	1452534;1452657;1452967;1453143;1453275;1453761;1453885	1	0	Lib1	barcode72	5457	419	Simplexvirus humanalpha1	S	3050292	Simplexvirus	10294	80	0	1057	217	20.53	413	139	274	FORTE	10298	Human alphaherpesvirus 1	Simplexvirus	10294	138	97.257	96.39	401	667.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Simplexvirus humanalpha1	OK
Lib1barcode73	OK	7092	0	7092	0	0	0	0	0	0.0	0	0						Lib1	barcode73	73	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2928735	2285173;2285394;2286017;2286083;2286151;2286328;2287037	1	0	Lib1	barcode73	8669	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib1barcode74	OK	3643	588	3055	588	0	588	0	0	0.0	0	0	0.0	0.0				Lib1	barcode74	74	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1200726	921245;921294;921481;921690;921807;922042;922104	1	0	Lib1	barcode74	4471	630	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	76	0	674	48	7.12	589	173	416	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	173	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode01	OK	2120	339	1781	339	0	339	0	0	0.0	0	0	0.0	0.0				Lib2	barcode01	1	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1217630	778569;778872;778898;779206;779254;779358;779607	1	0	Lib2	barcode01	3318	555	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	246	0	2236	59	2.64	412	153	259	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	114	98.701	100.43	231	393.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode02	INPUT_DEDUPLICATED	1807	0	1807	0	0	0	0	41	0.022186	41	16						Lib2	barcode02	2	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2740832	663703;664125;664255;664360;664703;664884;665940	1	0	Lib2	barcode02	5720	1	Simplexvirus humanalpha1	S	3050292	Simplexvirus	10294	1	0	20	15	75.00	0	0	0						0					KRAKEN_APENAS	KRAKEN_APENAS	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	KRAKEN_APENAS	Simplexvirus humanalpha1	OK
Lib2barcode03	OK	1173	93	1080	93	0	93	0	0	0.0	0	0	0.0	0.0				Lib2	barcode03	3	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	995000	476684;476735;476944;476957;476962;476973;477137	1	0	Lib2	barcode03	2491	324	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	21	0	276	31	11.23	123	48	75	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	47	97.391	100.44	230	385.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode04	INPUT_DEDUPLICATED	3160	586	2574	586	0	586	0	474	0.130435	474	159	0.0	0.0				Lib2	barcode04	4	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2914312	1616093;1616888;1616967;1617021;1617592;1618053;1618690	1	0	Lib2	barcode04	7707	972	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	105	0	1026	49	4.78	795	283	512	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	283	97.826	100.44	230	389.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode05	OK	3105	0	3105	0	0	0	0	0	0.0	0	0						Lib2	barcode05	5	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2364463	1490182;1490304;1490795;1491207;1491259;1491607;1493182	1	0	Lib2	barcode05	4954	2						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode06	INPUT_DEDUPLICATED	2465	707	1758	707	0	707	0	826	0.250988	826	225	0.0	0.0				Lib2	barcode06	6	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	4770938	1228527;1229580;1229761;1231120;1231422;1231701;1232489	1	0	Lib2	barcode06	15318	1757	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	198	0	2863	59	2.06	1738	330	1408	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	329	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode07	INPUT_DEDUPLICATED	2135	358	1777	358	0	358	0	101	0.04517	101	30	0.0	0.0				Lib2	barcode07	7	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1854413	742170;742822;743519;743696;743761;744008;744720	1	0	Lib2	barcode07	5199	579	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	83	0	888	54	6.08	411	222	189	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	222	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode08	INPUT_DEDUPLICATED	5648	0	5648	0	0	0	0	925	0.140727	925	378						Lib2	barcode08	8	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	5420710	2881706;2883931;2884104;2884319;2884515;2885086;2885569	1	0	Lib2	barcode08	12481	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode09	INPUT_DEDUPLICATED	1530	458	1072	458	0	458	0	260	0.145251	260	63	0.0	0.0				Lib2	barcode09	9	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2127909	595713;597335;598355;598423;598577;598674;598800	1	0	Lib2	barcode09	6727	986	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	98	0	1487	55	3.70	920	231	689	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	231	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode10	INPUT_DEDUPLICATED	1171	504	667	504	0	504	0	210	0.152064	210	34	0.0	0.0				Lib2	barcode10	10	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1924075	404695;404770;404947;405139;405177;405344;405426	1	0	Lib2	barcode10	6929	1109	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	96	0	1678	50	2.98	1088	197	891	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	196	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode11	OK	2509	0	2509	0	0	0	0	0	0.0	0	0						Lib2	barcode11	11	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2041700	1293195;1293244;1293334;1293379;1293411;1293556;1293733	1	0	Lib2	barcode11	4064	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode12	OK	2203	0	2203	0	0	0	0	0	0.0	0	0						Lib2	barcode12	12	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1384321	951459;951873;952022;952342;952409;952453;952564	1	0	Lib2	barcode12	3152	0						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode13	INPUT_DEDUPLICATED	5568	694	4874	694	0	694	0	406	0.067961	406	203	0.0	0.0				Lib2	barcode13	13	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	4692380	3310892;3311364;3312879;3313249;3313667;3314559;3315588	1	0	Lib2	barcode13	9459	1321	Simplexvirus humanalpha1	S	3050292	Simplexvirus	10294	153	0	2328	288	12.37	1086	453	633	FORTE	10298	Human alphaherpesvirus 1	Simplexvirus	10294	452	96.030	96.41	403	645.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Simplexvirus humanalpha1	OK
Lib2barcode14	OK	1962	659	1303	659	0	659	0	0	0.0	0	0	0.0	0.0				Lib2	barcode14	14	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1073037	561406;561451;561484;561501;561627;561644;561744	1	0	Lib2	barcode14	3695	1034	Simplexvirus humanalpha1	S	3050292	Simplexvirus	10294	110	0	1666	260	15.61	902	384	518	FORTE	10298	Human alphaherpesvirus 1	Simplexvirus	10294	384	97.733	94.98	397	673.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Simplexvirus humanalpha1	OK
Lib2barcode15	INPUT_DEDUPLICATED	1948	423	1525	423	0	423	0	75	0.037074	75	21	0.0	0.0				Lib2	barcode15	15	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2665050	894392;894810;895371;895557;896182;896468;897490	1	0	Lib2	barcode15	6129	1197	Simplexvirus humanalpha1	S	3050292	Simplexvirus	10294	139	0	2577	286	11.10	551	159	392	FORTE	10298	Human alphaherpesvirus 1	Simplexvirus	10294	159	99.119	97.84	227	401.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Simplexvirus humanalpha1	OK
Lib2barcode16	OK	2018	0	2018	0	0	0	0	0	0.0	0	0						Lib2	barcode16	16	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1710731	1106188;1106385;1106724;1106865;1106889;1107116;1107164	1	0	Lib2	barcode16	3214	1						0	0	0	0	0.00	0	0	0						0					NAO	SEM_EVIDENCIA	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	SEM_EVIDENCIA		OK
Lib2barcode17	INPUT_DEDUPLICATED	1930	478	1452	478	0	478	0	132	0.064016	132	37	0.0	0.0				Lib2	barcode17	17	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	1574556	828872;829288;829774;830399;831297;831535;831785	1	0	Lib2	barcode17	4372	763	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	71	0	959	40	4.17	762	252	510	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	252	98.246	99.56	228	394.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
Lib2barcode18	OK	2854	329	2525	329	0	329	0	0	0.0	0	0	0.0	0.0				Lib2	barcode18	18	7	montagem_LIB_3_HSV6;montagem_LIB_3_HSV7;montagens_Alouatta_macconnelli_cytomegalovirus;montagens_Alouatta_palliata_cytomegalovirus;montagens_CALHV3;montagens_Cebus_albifrons_lymphocryptovirus_1;montagens_consenso_H1	1	7	7	2532427	1805165;1805284;1805738;1805854;1806282;1806427;1807046	1	0	Lib2	barcode18	4329	531	Lymphocryptovirus callitrichinegamma3	S	3050250	Lymphocryptovirus	10375	118	0	963	40	4.15	421	185	236	FORTE	106331	callitrichine gammaherpesvirus 3	Lymphocryptovirus	10375	185	98.684	99.56	228	398.0	SIM_HIERARQUICA	A_MUITO_FORTE	OK	1	1	VALIDATED_SAME_CONTENT_7_TARGETS	A_MUITO_FORTE	Lymphocryptovirus callitrichinegamma3	OK
