execution	reads_filtradas	reads_amostradas	reads_reverse_complementadas	percentual_reverse_complementadas	sequencias_unicas	percentual_sequencias_unicas	numero_comparacoes	divergencia_media	divergencia_mediana	divergencia_dp	divergencia_q25	divergencia_q75	pares_menor_igual_1pct	pares_menor_igual_3pct	pares_menor_igual_5pct	PCoA1_var_pct	PCoA2_var_pct	cmdscale_additive_constant
Lib2barcode90	331	300	80	26.6666666666667	300	100	44850	50.0970937918657	53.3039647577093	12.2611823436316	51.2747875354108	55.3524804177546	0	0.0624303232998885	0.61984392419175	6.78593437173822	1.22004782037581	212.704751089005
Lib2barcode91	567	300	56	18.6666666666667	300	100	44850	45.7796676382032	51.1737089201878	14.0919570342049	45.7013574660633	53.7366548042705	0	0.0668896321070234	0.795986622073579	7.00670925091001	4.00515906806365	189.371973463379
Lib2barcode92	289	289	116	40.1384083044983	289	100	41616	52.715957486965	53.3678756476684	6.12692354918546	50.9333333333333	55.8073654390935	0	0	0.0240292195309496	2.84626380027393	2.37267209208502	221.206608037994
Lib2barcode93	198	198	71	35.8585858585859	198	100	19503	53.1972404944503	53.1365313653137	3.79169032509494	51.4950166112957	55.0408719346049	0	0	0	1.98743145702804	1.62952995208257	182.229671560194
Lib2barcode94	66	66	27	40.9090909090909	66	100	2145	53.5337140197004	53.3546325878594	3.4915232363949	51.6014234875445	55.5555555555556	0	0	0	5.81221559566055	3.87967224035011	35.907631155408
Lib2barcode95	572	300	59	19.6666666666667	300	100	44850	31.2430341303256	27.9594288002135	17.7749062888865	14.1592920353982	49.8567335243553	0	0.162764771460424	1.63210702341137	9.85779113421829	2.82249328683511	101.124814479278
Lib2barcode96	21	21	5	23.8095238095238	21	100	210	46.4517085315119	50.2958579881657	10.4158301770851	37.574637309325	55.5419784020328	0	0	0	28.2699346910815	11.7230006743786	-1.25590457012213e-14
Lib3barcode01	2199	300	83	27.6666666666667	300	100	44850	49.1838506010102	52.4173027989822	11.2880646946337	49.2416489743551	54.6712802768166	0	0.0624303232998885	0.557413600891862	5.76404681510718	1.27620542638908	212.152088330074
Lib3barcode02	1965	300	126	42	300	100	44850	52.913025279328	53.1486146095718	4.05963198856129	51.2261580381471	55.1330798479088	0	0.0111482720178372	0.0445930880713489	1.55905808846925	1.27988682302139	261.680816280332
Lib3barcode03	894	300	113	37.6666666666667	300	100	44850	50.3265680001886	52.5862068965517	9.72073201557027	50.2958579881657	54.6478873239437	0	0.0624303232998885	0.664437012263099	5.23526946796109	1.90300712304171	204.344431929712
Lib3barcode09	1651	300	71	23.6666666666667	300	100	44850	47.7388713129037	50.9915014164306	11.4125312656754	47.1698113207547	53.5714285714286	0.00222965440356745	0.147157190635451	0.963210702341137	6.4402511687625	3.16112072472126	167.27140636573
Lib3barcode10	1766	300	80	26.6666666666667	300	100	44850	47.1933031525416	51.5	12.8943567129759	48.1060606060606	53.8461538461538	0	0.0379041248606466	0.617614269788183	7.67989826508289	1.87897903958139	167.071015916328
Lib3barcode11	1603	300	179	59.6666666666667	300	100	44850	50.9393109637088	52.0960714677992	7.20292420508055	49.8727735368957	54.2168674698795	0	0.0178372352285396	0.131549609810479	3.82280049555785	2.29386967008144	207.529013514632
Lib3barcode12	1360	300	50	16.6666666666667	300	100	44850	49.8256583643606	51.5527950310559	8.61251197799886	48.6263736263736	53.8709677419355	0.00222965440356745	0.118171683389075	0.599777034559643	4.56805417171709	3.01538925231668	187.238421841642
Lib3barcode13	1402	300	135	45	300	100	44850	52.0543639051792	52.5222551928783	5.57460418071421	50.5154639175258	54.5961002785515	0.00222965440356745	0.115942028985507	0.272017837235229	2.75253355088179	2.13741529411933	201.933019538454
Lib3barcode14	2166	300	71	23.6666666666667	300	100	44850	51.2891704522376	52.3809523809524	6.90075910373289	50.1569870355903	54.4270833333333	0	0.0178372352285396	0.084726867335563	3.37648967600443	2.33006257197444	227.603047358487
Lib3barcode15	1236	300	188	62.6666666666667	300	100	44850	49.0226265102845	52.0618556701031	10.7787513944332	48.2456140350877	54.4061302681992	0	0.267558528428094	1.21962095875139	5.44741025032134	4.79360044587106	161.109740906153
Lib3barcode16	453	300	105	35	300	100	44850	53.1935317543417	53.168044077135	3.59411326997032	51.3736263736264	55.2083333333333	0	0.00222965440356745	0.00668896321070234	1.31104674715696	0.988249656530559	282.251290431583
Lib3barcode17	1513	300	59	19.6666666666667	300	100	44850	43.7364778518336	50.1858736059479	15.3522182138481	43.0769230769231	53.2818532818533	0.00222965440356745	0.225195094760312	1.74581939799331	8.48027036097974	2.64063225602715	148.188628287045
Lib3barcode18	1089	300	92	30.6666666666667	300	100	44850	50.7527566534067	52	7.23770372270841	49.3150684931507	54.2416452442159	0	0.020066889632107	0.0936454849498328	3.67539561421178	2.10201216518221	222.442247498786
Lib3barcode19	1319	300	151	50.3333333333333	300	100	44850	51.7339221871971	52.34375	5.7973925126185	50.131926121372	54.5	0	0.00445930880713489	0.0557413600891862	2.46931718454142	1.91200148168976	232.959155222862
Lib3barcode20	611	300	179	59.6666666666667	300	100	44850	51.1195083090901	52.212389380531	7.23591543413778	50	54.2699724517906	0	0.0133779264214047	0.147157190635451	4.17084166471128	1.83153319372041	197.36825806775
Lib3barcode21	1368	300	123	41	300	100	44850	51.5542223972155	52.3809523809524	6.41947197352354	50.2283105022831	54.5454545454545	0	0.0379041248606466	0.151616499442586	3.31208067670128	1.85805365589665	213.644132436658
Lib3barcode22	2180	300	141	47	300	100	44850	53.2509069974974	53.3762057877814	4.14854422890766	51.5060240963855	55.4369449890439	0	0.0111482720178372	0.0445930880713489	1.51513567762578	1.20384061478594	298.305559847548
Lib3barcode23	1842	300	155	51.6666666666667	300	100	44850	52.0532798446854	52.5316455696203	5.06159154147906	50.5235602094241	54.4527083551187	0	0.00222965440356745	0.0423634336677815	2.52881384709708	1.39663336851348	244.799421774266
Lib3barcode24	1230	300	120	40	300	100	44850	51.6943939884066	52.2988505747126	5.4858980317948	50.1795349559412	54.2955326460481	0	0.00668896321070234	0.0602006688963211	2.32432648343725	1.6989253018881	241.890242053041
Lib3barcode25	1672	300	111	37	300	100	44850	53.5325746581452	53.6585365853659	4.78129147688521	51.3020833333333	56.1104826546003	0	0.00445930880713489	0.0334448160535117	1.87631427302883	1.44133343638802	265.396202513171
Lib3barcode26	2344	300	174	58	300	100	44850	51.546525381495	52.6896950866612	7.60898326161237	50	55.0607287449393	0	0.0312151616499443	0.285395763656633	3.93916902076343	2.0658345473144	201.806497656851
Lib3barcode27	1758	300	75	25	300	100	44850	47.1589705522543	51.1945392491468	12.7039465695007	47.6744186046512	53.6764705882353	0.00445930880713489	0.20958751393534	1.55406911928651	7.5838008571494	2.06651669742595	161.937310384807
Lib3barcode28	894	300	107	35.6666666666667	300	100	44850	52.1058573069517	52.4691358024691	4.77957296197021	50.2717391304348	54.5454545454545	0	0.00668896321070234	0.0267558528428094	1.98283251838306	1.53246420762043	266.519349809523
Lib3barcode29	1186	300	112	37.3333333333333	300	100	44850	52.8281546294172	52.8619528619529	3.67855553632562	50.9146341463415	54.8872180451128	0	0.00445930880713489	0.00891861761426979	1.37333201232144	1.03549914308717	281.962351040753
Lib3barcode30	1610	300	146	48.6666666666667	300	100	44850	51.9383041680327	52.3809523809524	5.34879884353238	50.1766784452297	54.4502617801047	0	0.0133779264214047	0.0356744704570792	2.59137452664275	1.55240136283939	220.556610373968
Lib3barcode31	459	300	188	62.6666666666667	300	100	44850	51.1332957066569	52.4216524216524	7.68905300401159	50.2604166666667	54.3147208121827	0	0.040133779264214	0.325529542920847	4.0370793168728	1.19164691714827	241.434641888856
Lib3barcode32	1038	300	83	27.6666666666667	300	100	44850	50.3243590414644	51.8272425249169	8.07042520168084	49.266862170088	53.7993920972644	0.00222965440356745	0.0891861761426979	0.40133779264214	4.38142790999446	1.77075391666504	208.11326767195
Lib3barcode33	882	300	80	26.6666666666667	300	100	44850	45.1728632270642	51.7361111111111	14.5431978268788	47.1153846153846	53.680981595092	0	0.0423634336677815	0.341137123745819	8.4133029205956	1.33372678773629	166.287199913787
Lib3barcode34	1221	300	90	30	300	100	44850	51.4281500572054	52.803738317757	8.25291492796098	50.8928571428571	54.7766227724898	0	0.0668896321070234	0.283166109253066	4.56597518083033	1.36585188728463	219.882165684309
Lib3barcode35	1478	300	108	36	300	100	44850	52.0656902966798	53.185595567867	7.70491704144769	51.530612244898	55.045871559633	0	0.0267558528428094	0.20958751393534	4.1542294803583	1.22536808200707	244.903417488825
Lib3barcode36	2200	300	92	30.6666666666667	300	100	44850	50.5994474114628	52.0891364902507	8.40899938049171	49.7093023255814	54.1033434650456	0.00222965440356745	0.231884057971014	0.974358974358974	4.25081710137102	1.32918762287023	239.927377807994
Lib3barcode37	2212	300	96	32	300	100	44850	50.1354505110785	51.8518518518518	8.66657120091507	49.2125984251969	53.9325842696629	0.00445930880713489	0.21850613154961	0.72463768115942	4.66580697763998	1.52585268229546	219.593127672598
Lib3barcode38	1333	300	120	40	300	100	44850	51.8981072554374	52.2077922077922	4.67098144769625	50.1312335958005	54.2483660130719	0	0.0222965440356745	0.107023411371237	2.01792941779795	1.51629152846017	243.117674948276
Lib3barcode39	989	300	145	48.3333333333333	300	100	44850	49.8275579197903	52.1551724137931	9.55810373447522	50	53.822629969419	0	0.084726867335563	0.479375696767001	5.5170257119677	2.67970027211403	203.53144074263
Lib3barcode40	919	300	111	37	300	100	44850	52.7055922277843	52.7397260273973	3.76207631329068	50.8840631569531	54.6875	0	0.00445930880713489	0.0312151616499443	1.34221496209101	1.23968202442805	256.3880268897
Lib3barcode41	1889	300	127	42.3333333333333	300	100	44850	49.6569253156048	50.9868421052632	6.89783234794654	48.1481481481481	53.2374100719424	0	0.0133779264214047	0.0624303232998885	3.20402436853012	1.5666429655941	215.697146263288
Lib3barcode42	878	300	100	33.3333333333333	300	100	44850	50.3562995114712	51.0489510489511	6.45770334910679	49.2999647411412	52.7272727272727	0.00668896321070234	0.187290969899666	0.546265328874024	3.11527504545545	1.27171314391762	258.649414826432
Lib3barcode43	1425	300	142	47.3333333333333	300	100	44850	51.654739952421	52.086234911792	5.17509379786386	50.1587301587302	53.9440203562341	0	0.0133779264214047	0.0535117056856187	2.41235691381071	1.40884039822055	245.020768205439
Lib3barcode44	674	300	122	40.6666666666667	300	100	44850	52.1513445097064	52.2842639593909	3.87210425476073	50.3527369893118	54.2279798192138	0	0.00222965440356745	0.0156075808249721	1.61056009484885	1.23434179546038	234.426277310264
Lib3barcode45	1481	300	74	24.6666666666667	300	100	44850	45.9667427544211	51.3605442176871	14.251377647851	47.5609756097561	53.7117903930131	0.00222965440356745	0.169453734671126	1.32664437012263	7.40153964013837	1.53034435237962	184.449717765527
Lib3barcode46	1480	300	96	32	300	100	44850	52.2458160211464	52.5423728813559	4.71673614772992	50.4237288135593	54.6703296703297	0	0.020066889632107	0.0423634336677815	1.68986140889878	1.34823874347184	258.663504816676
Lib3barcode47	1046	300	127	42.3333333333333	300	100	44850	51.9220364790953	52.1044115142224	4.0604902326407	50.2673796791444	53.921568627451	0	0.00891861761426979	0.0535117056856187	1.81092746130036	1.1625735889496	253.540327547976
Lib3barcode48	1145	300	129	43	300	100	44850	52.5207805911823	52.5380710659898	3.65798180798954	50.6640141467728	54.5	0	0.00445930880713489	0.0156075808249721	1.3438062521581	1.13727046889216	258.551944656271
Lib3barcode49	852	300	121	40.3333333333333	300	100	44850	52.8686173711588	52.8189910979229	3.30930043673805	51.0309278350515	54.75	0	0	0	1.39059733745612	0.911190435931213	270.534034664947
Lib3barcode50	774	300	159	53	300	100	44850	50.5352826276977	52.7331189710611	9.74953923091455	50.8695652173913	54.5098039215686	0	0.0468227424749164	0.432552954292085	5.50666676670217	2.85252273051411	206.665070278795
Lib3barcode51	1097	300	124	41.3333333333333	300	100	44850	52.7294546611047	52.7173913043478	3.57822146160464	51.025641025641	54.5454545454545	0	0.00668896321070234	0.0289855072463768	1.17055365899324	1.00356686107869	299.006286191977
Lib3barcode52	1523	300	102	34	300	100	44850	51.484991389228	52.0900321543408	5.71171377013821	49.468085106383	54.4736842105263	0	0.00668896321070234	0.0289855072463768	2.76334672303841	1.49732039951472	227.493454099441
Lib3barcode53	1595	300	92	30.6666666666667	300	100	44850	51.9015365587099	52.5806451612903	6.30454164964393	50.6849315068493	54.4262295081967	0.00222965440356745	0.084726867335563	0.356744704570792	3.19860620609841	1.37249196468556	243.469657746461
Lib3barcode54	1684	300	75	25	300	100	44850	48.7907410550976	51.6891891891892	11.1884901441367	48.9082969432314	53.7974683544304	0	0.425863991081382	1.61872909698997	6.4294728794869	1.30258830192066	185.32954959991
Lib3barcode55	1538	300	106	35.3333333333333	300	100	44850	53.3342322738908	53.0898876404494	3.04067350879835	51.4986376021798	55	0	0.00222965440356745	0.00222965440356745	1.0776897179776	0.751715789865815	322.81317205884
Lib3barcode56	1049	300	96	32	300	100	44850	51.9006809415724	52.1604938271605	4.50195277616578	50	54.1284403669725	0	0	0.0133779264214047	1.88258503385289	1.41689509092481	258.488035493388
Lib3barcode57	2611	300	137	45.6666666666667	300	100	44850	52.3474654531854	52.8239202657807	5.10315145533133	51.1254019292604	54.5454545454545	0.00222965440356745	0.0512820512820513	0.196209587513935	2.39970111550853	1.33135707547947	251.387726770146
Lib3barcode58	2156	300	107	35.6666666666667	300	100	44850	50.8581955405401	52.4017467248908	8.52251747977833	50.25	54.4529262086514	0	0.0869565217391304	0.443701226309922	4.84783960462542	1.41885985914939	204.794938737622
Lib3barcode59	1454	300	133	44.3333333333333	300	100	44850	52.259624277098	52.5951557093426	4.76175027804396	50.7429469861376	54.4668587896254	0	0.020066889632107	0.0468227424749164	2.35229046074996	1.37535800027602	226.518796800257
Lib3barcode60	1130	300	81	27	300	100	44850	47.978999624058	51.528384279476	12.2530083383297	48.4848484848485	53.8461538461538	0.00222965440356745	0.240802675585284	1.40468227424749	6.70380911986834	1.52967812620429	184.174204999591
Lib3barcode61	888	300	98	32.6666666666667	300	100	44850	50.8011869944731	52.1857923497268	7.91776695956122	50.1298701298701	54.0119330560507	0	0.109253065774805	0.552954292084727	4.35855953839015	1.34390058494834	224.924769917722
Lib3barcode62	1193	300	150	50	300	100	44850	51.1362833529491	52.2435897435897	7.03094608775397	50.2793296089386	53.968253968254	0	0.040133779264214	0.307692307692308	3.61963157296012	1.45690131488505	240.181816258822
Lib3barcode63	916	300	148	49.3333333333333	300	100	44850	52.3714505502525	52.6610644257703	4.92055638207019	50.6382978723404	54.7337278106509	0	0.0178372352285396	0.0735785953177257	2.46117771948867	1.52757245240494	229.786873519425
Lib3barcode64	841	300	128	42.6666666666667	300	100	44850	52.5081213732488	52.8125	4.75325230851947	50.8417508417508	54.8295454545455	0	0.020066889632107	0.133779264214047	2.07474018236822	1.7506059354679	211.228341914605
Lib3barcode65	2223	300	137	45.6666666666667	300	100	44850	52.7299971101365	52.8045094229049	3.89648291582013	50.936329588015	54.7692307692308	0	0.0133779264214047	0.0512820512820513	1.40098590859032	1.08484338482939	280.973913760094
Lib3barcode66	1804	300	149	49.6666666666667	300	100	44850	52.718972561532	52.8150134048257	3.5596115745043	51.1278195488722	54.5977011494253	0	0.00891861761426979	0.0245261984392419	1.29608156145979	1.17127159951493	280.528436841893
Lib3barcode67	2027	300	124	41.3333333333333	300	100	44850	52.7889602836952	52.9197080291971	4.09469517112499	51.1627906976744	54.760189378345	0.00222965440356745	0.0245261984392419	0.127090301003344	1.65751702818546	1.13489430895459	284.989769716504
Lib3barcode68	889	300	99	33	300	100	44850	52.8221119370479	52.7638190954774	3.34874150594552	51.0028653295129	54.6835443037975	0	0.00222965440356745	0.00891861761426979	1.31235955770615	0.873886169034569	290.300909800782
Lib3barcode69	228	228	120	52.6315789473684	228	100	25878	52.5824289385189	52.5993883792049	3.84447973070058	50.6756756756757	54.6630041817303	0	0.00386428626632661	0.00386428626632661	2.02604752857033	1.36476878280443	190.958968332597
Lib3barcode70	1417	300	151	50.3333333333333	300	100	44850	51.839534267906	52.7896995708155	7.11225806927049	50.7537688442211	54.6875	0	0.247491638795987	0.831661092530658	3.67840024133772	1.33653385631617	246.29610483513
Lib3barcode71	1117	300	191	63.6666666666667	300	100	44850	49.5620919694248	51.7647058823529	9.63923547188667	49.1103202846975	53.680981595092	0.00222965440356745	0.247491638795987	1.01003344481605	5.56917807753393	1.71299329516257	192.897736639203
Lib3barcode72	1309	300	79	26.3333333333333	300	100	44850	51.3788928818143	52.9215200606953	8.50535351409775	50.9915014164306	54.8648648648649	0	0.0468227424749164	0.483835005574136	4.57499549564228	1.15383354861984	232.145999837884
Lib3barcode73	1167	300	144	48	300	100	44850	52.3866982147344	52.8	5.54299704065058	50.9641873278237	54.7085201793722	0	0.0780379041248607	0.361204013377926	2.65713608015973	1.30321475952162	254.849992718479
Lib3barcode74	780	300	122	40.6666666666667	300	100	44850	52.4232154689971	52.5906735751295	3.78471574992803	50.7246376811594	54.4520547945205	0	0.00222965440356745	0.00222965440356745	1.3161129929568	1.24651704175309	279.761958976161
Lib3barcode75	1331	300	108	36	300	100	44850	52.2794678602187	52.4271844660194	3.89713702132814	50.5555555555556	54.2553191489362	0	0.0178372352285396	0.0512820512820513	1.28760433832113	1.07596554753029	295.579075648472
Lib3barcode76	790	300	115	38.3333333333333	300	100	44850	51.5173280021219	52.5	7.43127328851823	50.6607929515419	54.3909348441926	0.00445930880713489	0.147157190635451	0.561872909698997	3.68121430052992	2.34973669907332	225.748875334421
Lib3barcode77	1282	300	104	34.6666666666667	300	100	44850	51.9830083952073	52.4296675191816	5.26939026021903	50.1818181818182	54.4987146529563	0	0.0423634336677815	0.140468227424749	2.0914965383822	1.76458585301925	240.236836613087
Lib3barcode78	2852	300	118	39.3333333333333	300	100	44850	51.6845871116035	52.0912547528517	4.98091983868007	49.8402555910543	54.1795665634675	0	0.00445930880713489	0.0133779264214047	2.63653308098833	1.45904758274904	226.08960214491
Lib3barcode79	771	300	94	31.3333333333333	300	100	44850	48.048452062766	51.9823788546256	13.1128617023161	48.8789237668161	54.320987654321	0.00445930880713489	0.526198439241918	1.84615384615385	7.28231832246335	2.20153881899774	180.170963718711
Lib3barcode80	673	300	72	24	300	100	44850	44.7917173653603	51.171875	16.0482445662409	47.2789115646259	53.7688442211055	0.0178372352285396	1.25975473801561	4.52396878483835	8.28616724075199	1.55738852050286	178.095906086568
Lib3barcode81	1145	300	118	39.3333333333333	300	100	44850	50.1762124156877	52.7210884353742	9.91683164103155	49.7854077253219	55.0595238095238	0	0.00891861761426979	0.12263099219621	5.49228283791864	2.36421532422295	202.568319992119
Lib3barcode82	1482	300	151	50.3333333333333	300	100	44850	51.983262954942	52.2435897435897	4.11869355124031	50	54.2955326460481	0	0	0.0111482720178372	1.48272063164293	1.30200040988103	249.260549760942
Lib3barcode83	1826	300	85	28.3333333333333	300	100	44850	53.0160691074015	53.2751091703057	4.78536913131794	51.4986376021798	55.2325581395349	0	0	0.00222965440356745	2.28822149608202	1.15760955034686	276.751568655835
Lib3barcode84	557	300	105	35	300	100	44850	49.7649693132999	52.5125628140703	10.7440220420468	50.2890173410405	54.4270833333333	0	0.120401337792642	0.731326644370123	5.92132599367599	1.86055688919016	201.8790981484
Lib3barcode85	932	300	63	21	300	100	44850	48.2749421080498	52.0588235294118	11.9767290285029	48.9539748953975	54.178674351585	0.00222965440356745	0.115942028985507	0.581939799331104	6.39776552577674	1.88289574812048	190.663829180262
Lib3barcode86	777	300	141	47	300	100	44850	51.5923451071967	52.887537993921	7.52481411173609	50.990099009901	54.8	0	0	0.00891861761426979	4.36739462619037	2.86106349575337	194.00002889947
Lib3barcode87	797	300	130	43.3333333333333	300	100	44850	52.390208878201	52.5597269624573	4.12786428110064	50.6811989100817	54.4270833333333	0	0.00222965440356745	0.00222965440356745	1.72789272826047	1.35211379278263	261.305110160045
Lib3barcode88	19	19	10	52.6315789473684	19	100	171	53.066212615543	52.8776978417266	2.77447716180192	51.2970430107527	54.7559523809524	0	0	0	10.6467177491249	8.46504246906422	2.51999689712679e-07
Lib3barcode89	852	300	125	41.6666666666667	300	100	44850	51.7506116626064	52.4886877828054	6.0046086291043	50.5791505791506	54.2955326460481	0	0.00668896321070234	0.0512820512820513	3.17030421606324	2.0311236268558	217.137529818476
Lib3barcode90	617	300	71	23.6666666666667	300	100	44850	47.2866945857254	51.440329218107	12.6256549270166	48.2084690553746	53.6784741144414	0	0.115942028985507	0.871794871794872	6.88653038257078	1.99460566707525	181.122869761455
Lib3barcode91	1426	300	143	47.6666666666667	300	100	44850	52.6685450508922	52.7272727272727	3.39973091114588	50.9803921568627	54.5138888888889	0	0	0.00891861761426979	1.25982134277718	0.946757308380109	284.157464865106
Lib3barcode92	695	300	124	41.3333333333333	300	100	44850	52.519826023211	52.7272727272727	4.87580659925487	51.063829787234	54.6195652173913	0	0.0111482720178372	0.0824972129319956	1.75400477768214	1.63008817869893	309.540867338398
Lib3barcode93	724	300	192	64	300	100	44850	50.1065869252638	52.7220630372493	10.0034320933351	50.1587301587302	54.746835443038	0.00222965440356745	0.0735785953177257	0.463768115942029	5.5552167435517	3.33442678001583	187.95464197061
Lib3barcode94	940	300	130	43.3333333333333	300	100	44850	48.6452229385	52.4725274725275	12.4863226569776	49.8039215686275	54.3778801843318	0	0.0758082497212932	0.595317725752508	7.26026351223129	1.79289536912946	182.7678252629
Lib3barcode95	1048	300	105	35	300	100	44850	53.3945381333278	53.2307692307692	3.19976263546766	51.6034985422741	55.1020408163265	0	0	0	1.03272425242551	0.989700762799489	288.518332177937
Lib3barcode96	76	76	22	28.9473684210526	76	100	2850	40.3277464224636	39.5638740344623	10.1699689274698	32.7272727272727	48.6187845303867	0	0	0	10.4820457745416	9.40004680215023	34.2946970860694
