execution	target_a	target_b	reads_a	reads_b	shared_reads	union_reads	jaccard	shared_fraction_a	shared_fraction_b
Lib2barcode58	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode58	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode58	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode58	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode58	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode58	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode58	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode58	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode58	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV6	montagens_CALHV3	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV7	montagens_CALHV3	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode59	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode59	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode59	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode59	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode59	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode59	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode59	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode59	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode59	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode59	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode59	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV6	montagens_CALHV3	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV7	montagens_CALHV3	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode60	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode60	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode60	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode60	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode60	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode60	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode60	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode60	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode60	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode60	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode60	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV6	montagens_CALHV3	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV7	montagens_CALHV3	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode61	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode61	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode61	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode61	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode61	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode61	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode61	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode61	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode61	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode61	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode61	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV6	montagens_CALHV3	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV7	montagens_CALHV3	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode62	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode62	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode62	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode62	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode62	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode62	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode62	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode62	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode62	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode62	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode62	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV6	montagens_CALHV3	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV7	montagens_CALHV3	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode63	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode63	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode63	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode63	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode63	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode63	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode63	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode63	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode63	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode63	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode63	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV6	montagens_CALHV3	0	127	0	127	0.0		0.0
Lib2barcode64	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV7	montagens_CALHV3	0	127	0	127	0.0		0.0
Lib2barcode64	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode64	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode64	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode64	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	127	0	127	0.0		0.0
Lib2barcode64	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode64	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode64	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	127	0	127	0.0		0.0
Lib2barcode64	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode64	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode64	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	127	0	0	127	0.0	0.0	
Lib2barcode64	montagens_CALHV3	montagens_consenso_H1	127	0	0	127	0.0	0.0	
Lib2barcode64	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV6	montagens_CALHV3	0	248	0	248	0.0		0.0
Lib2barcode65	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV7	montagens_CALHV3	0	248	0	248	0.0		0.0
Lib2barcode65	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode65	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode65	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode65	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	248	0	248	0.0		0.0
Lib2barcode65	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode65	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode65	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	248	0	248	0.0		0.0
Lib2barcode65	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode65	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode65	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	248	0	0	248	0.0	0.0	
Lib2barcode65	montagens_CALHV3	montagens_consenso_H1	248	0	0	248	0.0	0.0	
Lib2barcode65	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV6	montagens_CALHV3	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV7	montagens_CALHV3	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode66	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode66	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode66	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode66	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode66	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode66	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode66	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode66	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode66	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode66	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode66	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV6	montagens_CALHV3	0	121	0	121	0.0		0.0
Lib2barcode67	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV7	montagens_CALHV3	0	121	0	121	0.0		0.0
Lib2barcode67	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode67	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode67	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode67	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	121	0	121	0.0		0.0
Lib2barcode67	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode67	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode67	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	121	0	121	0.0		0.0
Lib2barcode67	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode67	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode67	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	121	0	0	121	0.0	0.0	
Lib2barcode67	montagens_CALHV3	montagens_consenso_H1	121	0	0	121	0.0	0.0	
Lib2barcode67	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV6	montagens_CALHV3	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV7	montagens_CALHV3	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode68	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode68	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode68	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode68	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode68	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode68	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode68	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode68	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode68	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode68	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode68	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV6	montagens_CALHV3	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV7	montagens_CALHV3	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode69	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode69	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode69	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode69	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode69	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode69	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	0	0	0			
Lib2barcode69	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode69	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode69	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode69	montagens_CALHV3	montagens_consenso_H1	0	0	0	0			
Lib2barcode69	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV6	montagens_CALHV3	0	244	0	244	0.0		0.0
Lib2barcode70	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV7	montagens_CALHV3	0	244	0	244	0.0		0.0
Lib2barcode70	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode70	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib2barcode70	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib2barcode70	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	244	0	244	0.0		0.0
Lib2barcode70	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib2barcode70	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib2barcode70	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	244	0	244	0.0		0.0
