execution	target_a	target_b	reads_a	reads_b	shared_reads	union_reads	jaccard	shared_fraction_a	shared_fraction_b
Lib1barcode41	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode41	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode41	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode41	montagem_LIB_3_HSV6	montagens_CALHV3	0	960	0	960	0.0		0.0
Lib1barcode41	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode41	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib1barcode41	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode41	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode41	montagem_LIB_3_HSV7	montagens_CALHV3	0	960	0	960	0.0		0.0
Lib1barcode41	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode41	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib1barcode41	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode41	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	960	0	960	0.0		0.0
Lib1barcode41	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode41	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode41	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	960	0	960	0.0		0.0
Lib1barcode41	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode41	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode41	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	960	0	0	960	0.0	0.0	
Lib1barcode41	montagens_CALHV3	montagens_consenso_H1	960	0	0	960	0.0	0.0	
Lib1barcode41	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib1barcode42	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode42	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode42	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode42	montagem_LIB_3_HSV6	montagens_CALHV3	0	15	0	15	0.0		0.0
Lib1barcode42	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode42	montagem_LIB_3_HSV6	montagens_consenso_H1	0	611	0	611	0.0		0.0
Lib1barcode42	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode42	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode42	montagem_LIB_3_HSV7	montagens_CALHV3	0	15	0	15	0.0		0.0
Lib1barcode42	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode42	montagem_LIB_3_HSV7	montagens_consenso_H1	0	611	0	611	0.0		0.0
Lib1barcode42	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode42	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	15	0	15	0.0		0.0
Lib1barcode42	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode42	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	611	0	611	0.0		0.0
Lib1barcode42	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	15	0	15	0.0		0.0
Lib1barcode42	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode42	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	611	0	611	0.0		0.0
Lib1barcode42	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	15	0	0	15	0.0	0.0	
Lib1barcode42	montagens_CALHV3	montagens_consenso_H1	15	611	0	626	0.0	0.0	0.0
Lib1barcode42	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	611	0	611	0.0		0.0
Lib1barcode43	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode43	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode43	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode43	montagem_LIB_3_HSV6	montagens_CALHV3	0	782	0	782	0.0		0.0
Lib1barcode43	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode43	montagem_LIB_3_HSV6	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode43	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode43	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode43	montagem_LIB_3_HSV7	montagens_CALHV3	0	782	0	782	0.0		0.0
Lib1barcode43	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode43	montagem_LIB_3_HSV7	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode43	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode43	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	782	0	782	0.0		0.0
Lib1barcode43	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode43	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode43	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	782	0	782	0.0		0.0
Lib1barcode43	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode43	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode43	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	782	0	0	782	0.0	0.0	
Lib1barcode43	montagens_CALHV3	montagens_consenso_H1	782	1	0	783	0.0	0.0	0.0
Lib1barcode43	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode44	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode44	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode44	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode44	montagem_LIB_3_HSV6	montagens_CALHV3	0	157	0	157	0.0		0.0
Lib1barcode44	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode44	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib1barcode44	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode44	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode44	montagem_LIB_3_HSV7	montagens_CALHV3	0	157	0	157	0.0		0.0
Lib1barcode44	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode44	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib1barcode44	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode44	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	157	0	157	0.0		0.0
Lib1barcode44	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode44	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode44	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	157	0	157	0.0		0.0
Lib1barcode44	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode44	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode44	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	157	0	0	157	0.0	0.0	
Lib1barcode44	montagens_CALHV3	montagens_consenso_H1	157	0	0	157	0.0	0.0	
Lib1barcode44	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV6	montagens_CALHV3	0	470	0	470	0.0		0.0
Lib1barcode45	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV7	montagens_CALHV3	0	470	0	470	0.0		0.0
Lib1barcode45	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode45	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib1barcode45	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode45	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	470	0	470	0.0		0.0
Lib1barcode45	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode45	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode45	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	470	0	470	0.0		0.0
Lib1barcode45	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode45	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode45	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	470	0	0	470	0.0	0.0	
Lib1barcode45	montagens_CALHV3	montagens_consenso_H1	470	0	0	470	0.0	0.0	
Lib1barcode45	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV6	montagens_CALHV3	0	620	0	620	0.0		0.0
Lib1barcode46	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV7	montagens_CALHV3	0	620	0	620	0.0		0.0
Lib1barcode46	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode46	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib1barcode46	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode46	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	620	0	620	0.0		0.0
Lib1barcode46	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode46	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode46	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	620	0	620	0.0		0.0
Lib1barcode46	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode46	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode46	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	620	0	0	620	0.0	0.0	
Lib1barcode46	montagens_CALHV3	montagens_consenso_H1	620	0	0	620	0.0	0.0	
Lib1barcode46	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV6	montagens_CALHV3	0	409	0	409	0.0		0.0
Lib1barcode47	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV7	montagens_CALHV3	0	409	0	409	0.0		0.0
Lib1barcode47	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode47	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib1barcode47	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode47	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	409	0	409	0.0		0.0
Lib1barcode47	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode47	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode47	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	409	0	409	0.0		0.0
Lib1barcode47	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode47	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode47	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	409	0	0	409	0.0	0.0	
Lib1barcode47	montagens_CALHV3	montagens_consenso_H1	409	0	0	409	0.0	0.0	
Lib1barcode47	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV6	montagens_CALHV3	0	229	0	229	0.0		0.0
Lib1barcode48	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV7	montagens_CALHV3	0	229	0	229	0.0		0.0
Lib1barcode48	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode48	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib1barcode48	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode48	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	229	0	229	0.0		0.0
Lib1barcode48	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode48	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode48	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	229	0	229	0.0		0.0
Lib1barcode48	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode48	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode48	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	229	0	0	229	0.0	0.0	
Lib1barcode48	montagens_CALHV3	montagens_consenso_H1	229	0	0	229	0.0	0.0	
Lib1barcode48	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV6	montagens_CALHV3	0	77	0	77	0.0		0.0
Lib1barcode49	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV7	montagens_CALHV3	0	77	0	77	0.0		0.0
Lib1barcode49	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode49	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib1barcode49	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode49	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	77	0	77	0.0		0.0
Lib1barcode49	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode49	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode49	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	77	0	77	0.0		0.0
Lib1barcode49	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode49	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode49	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	77	0	0	77	0.0	0.0	
Lib1barcode49	montagens_CALHV3	montagens_consenso_H1	77	0	0	77	0.0	0.0	
Lib1barcode49	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	0	0	0			
Lib1barcode50	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode50	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode50	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode50	montagem_LIB_3_HSV6	montagens_CALHV3	0	10	0	10	0.0		0.0
Lib1barcode50	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode50	montagem_LIB_3_HSV6	montagens_consenso_H1	0	576	0	576	0.0		0.0
Lib1barcode50	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode50	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode50	montagem_LIB_3_HSV7	montagens_CALHV3	0	10	0	10	0.0		0.0
Lib1barcode50	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode50	montagem_LIB_3_HSV7	montagens_consenso_H1	0	576	0	576	0.0		0.0
Lib1barcode50	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode50	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	10	0	10	0.0		0.0
Lib1barcode50	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode50	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	576	0	576	0.0		0.0
Lib1barcode50	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	10	0	10	0.0		0.0
Lib1barcode50	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode50	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	576	0	576	0.0		0.0
Lib1barcode50	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	10	0	0	10	0.0	0.0	
Lib1barcode50	montagens_CALHV3	montagens_consenso_H1	10	576	0	586	0.0	0.0	0.0
Lib1barcode50	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	576	0	576	0.0		0.0
Lib1barcode51	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode51	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode51	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode51	montagem_LIB_3_HSV6	montagens_CALHV3	0	741	0	741	0.0		0.0
Lib1barcode51	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode51	montagem_LIB_3_HSV6	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode51	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode51	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode51	montagem_LIB_3_HSV7	montagens_CALHV3	0	741	0	741	0.0		0.0
Lib1barcode51	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode51	montagem_LIB_3_HSV7	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode51	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode51	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	741	0	741	0.0		0.0
Lib1barcode51	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode51	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode51	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	741	0	741	0.0		0.0
Lib1barcode51	montagens_Alouatta_palliata_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode51	montagens_Alouatta_palliata_cytomegalovirus	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode51	montagens_CALHV3	montagens_Cebus_albifrons_lymphocryptovirus_1	741	0	0	741	0.0	0.0	
Lib1barcode51	montagens_CALHV3	montagens_consenso_H1	741	1	0	742	0.0	0.0	0.0
Lib1barcode51	montagens_Cebus_albifrons_lymphocryptovirus_1	montagens_consenso_H1	0	1	0	1	0.0		0.0
Lib1barcode52	montagem_LIB_3_HSV6	montagem_LIB_3_HSV7	0	0	0	0			
Lib1barcode52	montagem_LIB_3_HSV6	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode52	montagem_LIB_3_HSV6	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode52	montagem_LIB_3_HSV6	montagens_CALHV3	0	622	0	622	0.0		0.0
Lib1barcode52	montagem_LIB_3_HSV6	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode52	montagem_LIB_3_HSV6	montagens_consenso_H1	0	0	0	0			
Lib1barcode52	montagem_LIB_3_HSV7	montagens_Alouatta_macconnelli_cytomegalovirus	0	0	0	0			
Lib1barcode52	montagem_LIB_3_HSV7	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode52	montagem_LIB_3_HSV7	montagens_CALHV3	0	622	0	622	0.0		0.0
Lib1barcode52	montagem_LIB_3_HSV7	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode52	montagem_LIB_3_HSV7	montagens_consenso_H1	0	0	0	0			
Lib1barcode52	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Alouatta_palliata_cytomegalovirus	0	0	0	0			
Lib1barcode52	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_CALHV3	0	622	0	622	0.0		0.0
Lib1barcode52	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_Cebus_albifrons_lymphocryptovirus_1	0	0	0	0			
Lib1barcode52	montagens_Alouatta_macconnelli_cytomegalovirus	montagens_consenso_H1	0	0	0	0			
Lib1barcode52	montagens_Alouatta_palliata_cytomegalovirus	montagens_CALHV3	0	622	0	622	0.0		0.0
