execution	reads_totais	media_original	mediana_original	moda_original	dp_original	minimo_original	maximo_original	q25_original	q75_original	reads_filtradas	reads_removidas	percentual_mantido	media_filtrada	mediana_filtrada	moda_filtrada	dp_filtrado	minimo_filtrado	maximo_filtrado	q25_filtrado	q75_filtrado	min_compr	max_compr
Lib1barcode41	2831	239.502649240551	225	229	176.983846391241	50	3943	143	280.5	1689	1142	59.6608972094666	255.309058614565	229	229	57.4545187497461	180	400	222	292	180	400
Lib1barcode42	1018	311.774066797642	230	232	290.203241491267	50	3408	214	354	685	333	67.2888015717092	244.70802919708	229	232	50.5649025042302	180	400	220	235	180	400
Lib1barcode43	1469	222.690265486726	224	229	116.313093601062	50	1544	172	231	1001	468	68.141592920354	238.698301698302	227	229	44.1019601277867	180	399	220	231	180	400
Lib1barcode44	477	258.863731656184	227	226	157.301189331286	54	1245	172	343	286	191	59.958071278826	262.79020979021	230.5	226	60.1545206942573	183	399	224	301.75	180	400
Lib1barcode45	1972	233.760649087221	223	229	149.261953998331	50	2452	136	279	1065	907	54.0060851926978	255.692018779343	229	229	55.9324829808731	180	399	222	290	180	400
Lib1barcode46	2275	228.203956043956	221	229	148.602480362607	50	1362	127	264	1211	1064	53.2307692307692	252.580511973576	229	229	55.0514327515836	180	400	221.5	279	180	400
Lib1barcode47	3162	178.98513598988	159	71	111.3312420695	50	2028	93	229	1282	1880	40.5439595192916	249.054602184087	229	228	52.0142910903572	180	400	214	271	180	400
Lib1barcode48	1753	243.877353108956	225	227	150.81727246964	50	1324	137	322	975	778	55.6189389617798	273.93641025641	259	227	63.8835090486865	180	399	222	327.5	180	400
Lib1barcode49	265	340.392452830189	232	227	318.4650519865	50	2894	197	375	151	114	56.9811320754717	267.980132450331	232	227	61.7141226623399	180	395	226	321	180	400
Lib1barcode50	951	366.297581493165	231	230	402.023857349729	50	5068	220	403	609	342	64.0378548895899	243.308702791461	229	230	49.1771094969901	181	400	221	234	180	400
Lib1barcode51	1235	227.818623481781	225	228	125.513071412297	51	2345	191	230	879	356	71.1740890688259	240.061433447099	227	228	45.2334703142182	180	400	222	231	180	400
Lib1barcode52	2012	220.251491053678	218.5	229	137.784618397321	50	1313	125	251	1116	896	55.4671968190855	248.277777777778	229	229	53.4240661317801	180	400	219	260	180	400
Lib1barcode53	4436	229.680117222723	221	229	152.764093751274	50	3495	133.75	266	2420	2016	54.5536519386835	255.156611570248	229	229	56.2981625851592	180	400	222	285	180	400
Lib1barcode54	2759	229.020659659297	221	228	157.351013620677	50	1957	124	261	1460	1299	52.9177238129757	251.300684931507	229	228	54.4141141486719	180	400	221	276	180	400
Lib1barcode55	3035	181.205601317957	162	229	120.240400958534	50	1928	92	229	1269	1766	41.8121911037891	248.703703703704	229	229	52.8847669428526	180	400	212	273	180	400
Lib1barcode56	2648	237.929380664653	224	71	152.239739697293	50	1996	136	303	1474	1174	55.6646525679758	269.025780189959	252	226	62.3340486307862	180	400	223	316	180	400
Lib1barcode57	3733	206.440932226092	224	229	96.0557183361228	50	1517	160	229	2581	1152	69.1401017948031	233.858581944983	228	229	35.8869315161837	180	399	222	231	180	400
Lib1barcode58	6739	248.880546075085	228	71	157.613534460451	50	1720	127	348	3423	3316	50.7938863332839	284.501898919077	277	230	65.6118078781426	180	400	228	349.5	180	400
Lib1barcode59	2863	243.292350681104	227	229	140.834557451269	50	2318	201	250	2133	730	74.5022703457911	246.383497421472	229	229	49.0494270521205	180	400	224	250	180	400
Lib1barcode60	371	208.380053908356	224	229	87.0511408000589	53	854	171.5	229	264	107	71.1590296495957	230.465909090909	226.5	229	31.4251898900657	180	400	221	230	180	400
Lib1barcode61	1828	236.522428884026	227	229	142.227844529106	50	1782	200	231	1360	468	74.398249452954	239.163970588235	228	229	44.006659093384	180	400	223	231	180	400
Lib1barcode62	2028	219.402366863905	226	228	90.3405650603936	52	1116	198	230	1548	480	76.3313609467456	233.90503875969	227	228	36.56036123152	180	399	222	231	180	400
Lib1barcode63	3627	220.787151916184	226	229	109.05503916288	50	1209	160	250	2418	1209	66.6666666666667	248.517783291977	229	229	48.4096765892051	180	400	224	258	180	400
Lib1barcode64	1874	227.421558164354	217.5	229	144.107443026507	50	1484	120	293	1001	873	53.4151547491996	262.73026973027	230	229	62.7545470290972	180	400	220	307	180	400
Lib1barcode65	4628	237.011884183232	227	231	136.603310013125	50	1542	147	295	2702	1926	58.3837510803803	263.390451517395	244	231	58.4796109095489	180	400	224	302	180	400
Lib1barcode66	2701	235.027767493521	227	229	153.354550364734	50	3828	138	294	1561	1140	57.7934098482044	261.110826393338	238	229	54.9602060412685	180	399	225	298	180	400
Lib1barcode67	3459	220.237351835791	227	229	118.457631941162	50	2294	145	256	2227	1232	64.3827695865857	251.446340368208	230	229	48.1259687370509	180	399	225	261	180	400
Lib1barcode68	2968	230.327156334232	227	229	132.106285063017	50	1439	128	289	1703	1265	57.3787061994609	266.521432765708	255	229	55.597517928646	180	400	227	299	180	400
Lib1barcode69	4730	255.523890063425	245	71	160.84648136941	50	3086	137	354.75	2526	2204	53.4038054968288	288.25890736342	277	250	63.5867495836016	180	400	239	352	180	400
Lib1barcode70	1278	326.150234741784	229	229	284.770439021381	50	3317	191.25	375	716	562	56.0250391236307	260.016759776536	229	229	59.0758881260187	180	400	224	301	180	400
Lib1barcode71	4348	245.727920883165	218	71	152.649809607559	50	2283	141	340	2124	2224	48.8500459981601	285.30131826742	278	202	65.2119019834279	180	400	231	348	180	400
Lib1barcode72	4492	280.98285841496	242	71	206.31338438474	50	3050	148.75	367	2377	2115	52.9162956366875	286.180900294489	284	232	65.089675944108	180	400	228	351	180	400
Lib1barcode73	7092	280.916948674563	284	71	168.136089155443	50	2190	160	374	3866	3226	54.5121263395375	303.446714950854	310	374	65.8526551652281	180	400	247	367	180	400
Lib1barcode74	3643	213.188306340928	200	71	127.093388873265	50	1667	121	265.5	1784	1859	48.9706286027999	260.354260089686	233	229	58.676867861181	180	400	220	303	180	400
Lib2barcode01	2120	338.406603773585	268	229	225.573684772188	62	2732	202	421	1105	1015	52.122641509434	270.458823529412	247	229	59.2855285186074	181	400	226	319	180	400
Lib2barcode02	1807	330.315993359159	265	202	263.847338079472	50	3778	176	384	935	872	51.743220807969	281.330481283422	271	202	69.3824926025774	180	398	211	348.5	180	400
Lib2barcode03	1173	372.830349531117	316	229	239.390108242877	53	1880	214	484	536	637	45.694799658994	278.14552238806	266.5	229	61.5665379628898	180	400	227.75	330.25	180	400
Lib2barcode04	3160	419.791139240506	287.5	229	359.551239832626	53	3782	218	499	1655	1505	52.373417721519	260.512386706949	230	229	58.8116883729931	180	399	221	306	180	400
Lib2barcode05	3105	443.927536231884	369	328	301.374507302708	58	3060	243	555	1325	1780	42.6731078904992	296.076981132075	305	328	62.4152606683129	180	400	243	345	180	400
Lib2barcode06	2465	355.352535496957	230	229	369.635928202718	65	6964	209	373	1554	911	63.0425963488844	254.782496782497	229	229	55.5774259875604	180	400	222	289.75	180	400
Lib2barcode07	2135	306.131147540984	230	229	225.731713760658	52	2523	187	353	1245	890	58.3138173302108	262.032931726908	233	229	58.0614186517299	180	400	224	306	180	400
Lib2barcode08	5648	405.26540368272	323	381	306.7058723729	58	3745	207	497	2700	2948	47.8045325779037	288.534074074074	293	381	64.5385015244682	180	400	229	341	180	400
Lib2barcode09	1530	309.013071895425	229	229	236.531885221279	60	2819	199	333	944	586	61.6993464052288	250.97563559322	229	229	52.0926497362297	180	400	220.75	278	180	400
Lib2barcode10	1171	276.64047822374	228	229	188.147890642641	53	2216	202	285	805	366	68.7446626814688	245.075776397516	228	229	47.4332521025553	180	400	222	254	180	400
Lib2barcode11	2509	477.678357911519	390	323	343.631017938091	54	4639	265	597	986	1523	39.298525308888	295.769776876268	301	323	61.4436371609329	180	400	249	346	180	400
Lib2barcode12	2203	395.541080344984	340	330	256.555384505773	55	3016	221	494	1017	1186	46.1643213799365	296.074729596854	300	330	62.4318551380226	180	400	245	346	180	400
Lib2barcode13	5568	525.381824712644	401.5	232	402.62254353605	51	3957	233	656	2292	3276	41.1637931034483	280.50479930192	263	232	62.2475835119775	180	400	230	334	180	400
Lib2barcode14	1962	264.598369011213	230	232	202.050187285086	58	2766	171	270	1178	784	60.0407747196738	245.752122241087	231	232	45.5404030395119	180	400	225	251	180	400
Lib2barcode15	1948	424.784907597536	328	232	407.047687205207	55	5220	220	453.25	1068	880	54.8254620123203	288.672284644195	275	232	69.2864779440461	180	400	229	368	180	400
Lib2barcode16	2018	512.296828543112	396	380	369.860131946687	55	2922	258	646	755	1263	37.4132804757185	296.059602649007	298	380	64.6377409635507	180	400	238	354	180	400
Lib2barcode17	1930	378.90725388601	240	229	344.772582950866	55	2929	211	408.75	1128	802	58.4455958549223	255.809397163121	229	229	55.1482314858422	180	399	221	292	180	400
Lib2barcode18	2854	602.736159775753	443	229	490.696307170149	63	4288	257	759.75	1080	1774	37.8416257883672	282.308333333333	271.5	229	65.3700546535829	180	400	227	339	180	400
Lib2barcode19	1878	473.474973375932	333	229	420.95404766048	57	6047	225	585.5	896	982	47.7103301384452	268.306919642857	237	229	61.9743197591304	180	400	224	323.25	180	400
Lib2barcode20	1876	560.754264392324	435	229	441.561023470677	51	5084	246	711	707	1169	37.6865671641791	278.73125884017	273	229	61.5264163904592	180	400	227	328.5	180	400
Lib2barcode21	2033	227.458927693064	213	229	152.365166965938	53	2200	146	238	1096	937	53.9104771273979	244.52098540146	229	229	48.5668537712517	180	400	218	259	180	400
Lib2barcode22	1285	303.537743190662	229	229	236.397355797894	57	3922	195	343	782	503	60.8560311284047	252.964194373402	229	229	54.2787064480899	180	400	222	284.75	180	400
Lib2barcode23	3562	508.774284110051	399	229	372.673627015753	59	4087	238	640.75	1471	2091	41.2970241437395	285.094493541808	281	229	65.4500997301937	180	400	228	343	180	400
Lib2barcode24	3193	565.635452552459	440	385	419.603619221791	56	3831	305	702	1123	2070	35.1706858753523	305.891362422084	315	385	63.3875606074587	180	400	251.5	364.5	180	400
Lib2barcode25	987	476.242147922999	352	229	408.342010938389	53	5350	226	602	451	536	45.694022289767	255.385809312639	229	229	57.6262839178173	180	400	223	281.5	180	400
Lib2barcode26	1441	361.94587092297	230	229	348.695136841478	51	4600	206	392	867	574	60.1665510062457	254.101499423299	229	229	56.8159081832843	180	400	219	290	180	400
Lib2barcode27	2835	233.907231040564	199	226	187.064683186733	54	2939	142	246	1369	1466	48.289241622575	245.54565376187	226	226	51.8619357299815	180	400	210	273	180	400
Lib2barcode28	1098	466.678506375228	331.5	229	436.633572338335	60	3944	218	548	505	593	45.9927140255009	279.554455445545	263	229	66.6285717419451	180	399	228	344	180	400
Lib2barcode29	1056	448.943181818182	354	179	347.929508291835	62	4358	229.75	570.25	445	611	42.1401515151515	291.377528089888	294	382	61.7739007121229	180	398	239	336	180	400
